Filename,Target,Jupiter Host,Facility
ADP_2015_07_23T23_55_31.013,HIP1954,N,HARPS
ADP_2014_10_01T10_22_07.503,HD110619,N,HARPS
ADP_2015_01_12T22_55_28.593,HD90156,N,HARPS
ADP_2014_09_17T11_22_54.730,HD78747,N,HARPS
ADP_2014_10_02T10_00_38.837,HD203432,N,HARPS
ADP_2014_10_02T10_03_43.933,HD23079,Y,HARPS
ADP_2016_02_08T01_01_35.160,HD40397,N,HARPS
ADP_2017_02_25T01_02_38.098,HIP41317,N,HARPS
ADP_2017_11_08T01_17_03.843,HD196800,N,HARPS
ADP_2016_11_03T01_02_02.623,HD1388,N,HARPS
ADP_2014_09_18T12_11_40.590,HD181433,Y,HARPS
ADP_2016_09_27T09_50_40.698,HD72673,N,FEROS
ADP_2014_09_23T11_01_18.147,HD137388,Y,HARPS
ADP_2014_09_18T12_13_18.263,HD154088,N,HARPS
ADP_2014_09_23T11_02_47.993,HD115674,N,HARPS
ADP_2019_11_07T01_14_26.459,HD190647,Y,HARPS
ADP_2014_10_01T10_22_32.827,HD1461,N,HARPS
ADP_2014_09_23T11_02_14.653,HD144628,N,HARPS
ADP_2014_09_25T15_35_31.663,HD110619,N,HARPS
ADP_2014_09_25T15_36_16.523,HD71835,N,HARPS
ADP_2014_09_16T11_07_12.463,HD220507,N,HARPS
ADP_2019_05_23T01_02_40.459,HD147513,Y,HARPS
ADP_2020_01_18T01_12_28.511,HD10647,Y,HARPS
ADP_2014_09_17T11_20_58.447,HD93083,Y,HARPS
ADP_2014_09_25T15_37_08.830,HD214385,N,HARPS
ADP_2014_09_18T12_17_36.830,HD82516,N,HARPS
ADP_2014_09_17T11_23_04.063,HD19994,Y,HARPS
ADP_2019_03_06T01_10_12.017,HD108147,Y,HARPS
ADP_2014_10_02T10_03_34.620,HD132648,N,HARPS
ADP_2014_09_23T11_01_26.983,HD73524,N,HARPS
ADP_2018_05_25T01_05_14.988,HD193193,N,HARPS
ADP_2014_09_17T11_23_58.227,HD89454,N,HARPS
ADP_2014_09_25T15_36_35.830,HD223282,N,HARPS
ADP_2014_09_18T12_10_32.283,HD19467,N,HARPS
ADP_2015_12_09T10_14_35.943,HD211415,N,HARPS
ADP_2014_09_24T09_42_01.947,HD134606,N,HARPS
ADP_2016_09_20T12_43_03.965,HD32147,N,FEROS
ADP_2018_04_13T01_02_43.075,HD130322,Y,HARPS
ADP_2014_09_23T11_04_29.980,HD189625,N,HARPS
ADP_2018_03_19T01_02_46.611,HD168746,Y,HARPS
ADP_2015_02_10T00_55_34.547,HD83443,Y,HARPS
ADP_2014_09_25T15_35_57.203,HD51608,N,HARPS
ADP_2014_09_25T15_33_29.963,HD176986,N,HARPS
ADP_2014_09_24T09_41_09.267,HD81639,N,HARPS
ADP_2014_09_18T12_11_25.680,HD154088,N,HARPS
ADP_2014_10_02T10_01_17.463,HD171990,N,HARPS
ADP_2014_09_17T11_24_09.790,HD145666,N,HARPS
ADP_2014_10_06T10_05_22.523,HD35854,N,HARPS
ADP_2014_09_16T11_08_08.727,HD89454,N,HARPS
ADP_2014_10_02T09_59_38.170,HD209458,Y,HARPS
ADP_2014_10_02T10_02_30.373,HD111232,Y,HARPS
ADP_2014_09_16T11_04_15.290,HD153851,N,HARPS
ADP_2014_10_07T08_33_43.490,HD125184,N,HARPS
ADP_2014_09_23T11_02_23.380,HD176986,N,HARPS
ADP_2018_01_28T01_03_26.919,HD130322,Y,HARPS
ADP_2014_10_06T10_04_36.650,HIP14501,N,HARPS
ADP_2014_09_26T16_52_42.697,HD150433,N,HARPS
ADP_2015_06_09T23_55_57.243,HD144628,N,HARPS
ADP_2014_09_23T11_04_01.827,HD111031,N,HARPS
ADP_2014_09_16T11_04_15.910,HD78429,N,HARPS
ADP_2016_03_16T01_03_03.147,HD114783,Y,HARPS
ADP_2014_09_25T15_36_18.370,HD83529,N,HARPS
ADP_2014_09_25T15_37_26.007,HD8859,N,HARPS
ADP_2014_10_01T10_21_26.280,HD2638,Y,HARPS
ADP_2014_09_18T12_17_02.390,HD154962,N,HARPS
ADP_2014_09_24T09_41_56.753,HD13060,N,HARPS
ADP_2014_09_25T15_35_21.413,HD150433,N,HARPS
ADP_2014_09_24T09_44_42.243,HD168746,Y,HARPS
ADP_2014_09_17T11_23_58.620,HD136894,N,HARPS
ADP_2014_09_16T11_08_12.263,HD44447,N,HARPS
ADP_2014_09_16T11_04_36.287,HD151504,N,HARPS
ADP_2017_11_28T01_03_18.931,HIP36512,N,HARPS
ADP_2018_12_02T01_02_30.639,HD108147,Y,HARPS
ADP_2014_09_26T16_54_42.977,HD207700,N,HARPS
ADP_2014_09_16T11_05_28.697,HD222595,N,HARPS
ADP_2015_07_19T23_55_45.273,HD123265,N,HARPS
ADP_2014_09_26T16_52_44.983,HIP54582,N,HARPS
ADP_2014_09_24T09_44_54.673,HD13808,N,HARPS
ADP_2019_08_01T01_16_54.880,HD130322,Y,HARPS
ADP_2014_09_23T11_05_52.310,HD138549,N,HARPS
ADP_2018_03_19T01_02_46.685,HD107148,Y,HARPS
ADP_2016_09_20T09_32_34.821,eps-Indi,Y,FEROS
ADP_2014_09_24T09_44_10.947,HD13060,N,HARPS
ADP_2015_05_30T23_55_47.073,HD183658,N,HARPS
ADP_2014_09_17T11_23_12.613,HD190954,N,HARPS
ADP_2015_01_16T22_55_31.933,HD13060,N,HARPS
ADP_2014_09_16T11_05_43.593,HD71479,N,HARPS
ADP_2014_10_01T10_19_56.557,HD85119,N,HARPS
ADP_2014_09_17T11_19_51.533,HD7199,Y,HARPS
ADP_2014_09_23T11_02_14.413,HD78747,N,HARPS
ADP_2014_11_04T18_00_35.020,HIP115577,N,HARPS
ADP_2014_10_01T10_22_41.043,HD220507,N,HARPS
ADP_2014_09_16T11_08_03.603,HD221420,Y,HARPS
ADP_2014_09_24T09_42_08.493,HD161098,N,HARPS
ADP_2014_10_02T10_03_18.623,HD160691,Y,HARPS
ADP_2014_09_17T11_21_09.857,HD330075,Y,HARPS
ADP_2014_09_23T11_06_05.407,HD78747,N,HARPS
ADP_2014_09_18T12_12_54.970,HD157830,N,HARPS
ADP_2014_09_17T11_21_47.997,HD211038,N,HARPS
ADP_2014_09_16T11_06_10.160,HD16417,N,HARPS
ADP_2014_09_24T09_42_54.907,HD176986,N,HARPS
ADP_2014_10_01T10_19_54.677,HD197823,N,HARPS
ADP_2014_09_18T12_14_56.733,HD8828,N,HARPS
ADP_2014_09_16T11_07_20.940,HD151504,N,HARPS
ADP_2014_09_24T09_42_28.527,HD59711A,N,HARPS
ADP_2014_09_18T12_13_36.510,HD10180,N,HARPS
ADP_2017_09_05T01_02_17.393,HD1388,N,HARPS
ADP_2016_07_19T01_02_27.039,HIP1954,N,HARPS
ADP_2014_09_25T15_36_49.607,HD208704,N,HARPS
ADP_2014_09_23T11_02_44.373,HD205536,N,HARPS
ADP_2014_09_23T11_05_21.963,HD136894,N,HARPS
ADP_2016_05_19T01_03_56.927,HD83443,Y,HARPS
ADP_2014_09_18T12_15_52.260,HD125184,N,HARPS
ADP_2014_10_02T10_03_02.760,HD145809,N,HARPS
ADP_2014_09_18T12_12_24.920,HD2638,Y,HARPS
ADP_2014_09_26T16_51_46.850,HD215152,N,HARPS
ADP_2014_09_25T15_37_04.483,HD14747,N,HARPS
ADP_2014_10_01T10_19_24.627,HD123265,N,HARPS
ADP_2014_10_02T10_02_16.690,HD85119,N,HARPS
ADP_2014_10_02T10_02_45.680,HD153851,N,HARPS
ADP_2014_09_17T11_24_20.027,HD19994,Y,HARPS
ADP_2016_03_19T01_03_25.357,HD114783,Y,HARPS
ADP_2016_09_20T12_22_52.702,eps-Indi,Y,FEROS
ADP_2014_09_25T15_35_04.680,HD216777,N,HARPS
ADP_2014_09_16T11_06_04.627,HD8912,N,HARPS
ADP_2014_10_02T10_02_46.723,HD166724,Y,HARPS
ADP_2014_10_01T10_22_04.967,HD25120,N,HARPS
ADP_2014_09_25T15_35_28.640,HD88218,N,HARPS
ADP_2014_09_25T15_36_19.130,HD97343,N,HARPS
ADP_2017_02_16T01_02_40.531,HD95456,N,HARPS
ADP_2016_09_20T01_03_15.463,HD15337,N,HARPS
ADP_2014_09_26T16_53_01.903,HD213575,N,HARPS
ADP_2015_12_09T02_01_04.107,HD65907A,N,HARPS
ADP_2014_09_26T16_51_52.643,HD171665,N,HARPS
ADP_2014_10_02T10_01_38.740,HD196050,Y,HARPS
ADP_2017_07_15T01_02_00.319,HD177565,N,HARPS
ADP_2014_09_26T16_55_14.720,HD183658,N,HARPS
ADP_2014_10_01T10_21_26.613,HD2638,Y,HARPS
ADP_2015_06_08T23_56_20.140,HD144628,N,HARPS
ADP_2014_09_23T11_05_33.537,HD21749,N,HARPS
ADP_2014_10_02T10_03_31.550,HD12387,N,HARPS
ADP_2014_09_18T12_11_14.180,HD90812,N,HARPS
ADP_2020_11_25T13_16_54.549,HD4915,N,HARPS
ADP_2019_07_17T01_24_05.741,HD147513,Y,HARPS
ADP_2014_09_18T12_15_12.377,HD223171,N,HARPS
ADP_2014_09_16T11_04_00.113,HD188748,N,HARPS
ADP_2014_10_06T10_05_04.243,HD24892,N,HARPS
ADP_2014_10_02T10_01_47.790,HD196050,Y,HARPS
ADP_2014_09_24T09_44_15.877,HD24892,N,HARPS
ADP_2014_09_25T15_36_09.897,HD11505,N,HARPS
ADP_2014_09_25T15_34_55.583,HD174545,N,HARPS
ADP_2014_09_25T15_33_55.703,HD161098,N,HARPS
ADP_2017_03_11T01_03_09.502,HD114853,N,HARPS
ADP_2015_12_16T01_02_02.517,HD82516,N,HARPS
ADP_2014_09_24T09_42_15.447,HD97037,N,HARPS
ADP_2014_09_18T12_10_43.197,HD211038,N,HARPS
ADP_2017_01_11T01_02_20.554,HIP36512,N,HARPS
ADP_2014_09_23T11_05_54.950,HD154088,N,HARPS
ADP_2015_06_09T23_55_57.150,HD142709,N,HARPS
ADP_2019_06_11T01_09_25.333,HIP80337,Y,HARPS
ADP_2014_09_25T15_33_57.120,HD6735,N,HARPS
ADP_2014_10_01T10_22_40.147,HD330075,Y,HARPS
ADP_2014_09_17T11_21_48.517,HD19994,Y,HARPS
ADP_2015_03_01T23_55_26.620,HD92719,N,HARPS
ADP_2016_09_27T07_02_45.045,HD147513,Y,FEROS
ADP_2014_09_18T12_17_42.747,HD82516,N,HARPS
ADP_2016_12_05T01_01_36.769,HD28471,N,HARPS
ADP_2014_10_01T10_19_35.553,HD73256,N,HARPS
ADP_2014_09_26T16_54_00.853,HD21693,N,HARPS
ADP_2014_09_24T09_44_35.193,HD13808,N,HARPS
ADP_2014_09_24T09_43_11.790,HD65216,Y,HARPS
ADP_2014_09_18T12_17_16.140,HD223171,N,HARPS
ADP_2014_09_16T11_04_52.683,HD97343,N,HARPS
ADP_2014_09_25T15_33_47.307,HD30306,N,HARPS
ADP_2014_10_01T10_19_18.593,HD114783,Y,HARPS
ADP_2014_10_01T10_20_50.533,HD83443,Y,HARPS
ADP_2014_10_01T10_22_55.987,HD202206,N,HARPS
ADP_2015_01_11T22_55_22.577,HD83443,Y,HARPS
ADP_2014_10_06T10_05_20.843,HIP36512,N,HARPS
ADP_2014_09_26T16_54_47.083,HD215456,N,HARPS
ADP_2014_09_25T15_32_59.717,HD192961,N,HARPS
ADP_2014_09_24T09_42_12.250,HD13060,N,HARPS
ADP_2014_09_24T09_41_48.960,HD13060,N,HARPS
ADP_2014_09_17T11_22_42.947,HD22879,N,HARPS
ADP_2014_09_26T16_52_44.110,HD185615,N,HARPS
ADP_2014_10_02T10_02_00.170,HD212301,Y,HARPS
ADP_2014_10_02T10_03_22.787,HD104263,N,HARPS
ADP_2014_09_25T15_35_41.170,HD166724,Y,HARPS
ADP_2019_03_01T01_05_24.219,HD107148,Y,HARPS
ADP_2016_10_05T01_01_13.951,HIP95962,N,HARPS
ADP_2014_09_18T12_17_04.417,HD4915,N,HARPS
ADP_2014_09_16T11_05_08.430,HD154962,N,HARPS
ADP_2014_09_25T15_35_12.863,HD97343,N,HARPS
ADP_2014_09_18T12_16_48.447,HD106275,N,HARPS
ADP_2014_10_02T10_00_32.790,HD122862,N,HARPS
ADP_2014_09_16T11_06_19.427,HD188748,N,HARPS
ADP_2014_09_18T12_13_45.363,HD171990,N,HARPS
ADP_2014_09_24T09_42_43.863,HD92719,N,HARPS
ADP_2014_10_01T10_22_16.460,HD218511,N,HARPS
ADP_2014_09_24T09_41_20.600,HD95456,N,HARPS
ADP_2017_03_03T01_01_59.273,HD125184,N,HARPS
ADP_2018_10_20T01_22_34.681,HD52265,Y,HARPS
ADP_2014_09_16T11_06_28.537,HD71479,N,HARPS
ADP_2014_10_01T10_20_24.280,HD28185,Y,HARPS
ADP_2014_10_01T10_22_37.307,HD197823,N,HARPS
ADP_2014_09_16T11_06_50.827,HD28701,N,HARPS
ADP_2014_09_25T15_33_59.773,HD28821,N,HARPS
ADP_2014_09_17T11_22_19.293,HD83529,N,HARPS
ADP_2014_09_25T15_36_18.937,HD190954,N,HARPS
ADP_2018_03_19T01_02_46.693,HD168746,Y,HARPS
ADP_2015_04_30T06_11_42.023,HD157347,N,HARPS
ADP_2014_09_25T15_36_20.137,HD10647,Y,HARPS
ADP_2016_02_17T01_02_17.950,HD92719,N,HARPS
ADP_2017_05_07T01_02_51.584,HD90156,N,HARPS
ADP_2017_09_25T01_01_22.676,HD7199,Y,HARPS
ADP_2014_09_26T16_51_37.683,HD157172,N,HARPS
ADP_2016_11_30T01_02_18.731,HD78429,N,HARPS
ADP_2014_10_06T10_05_43.017,HIP36512,N,HARPS
ADP_2014_10_07T08_35_04.267,HD59468,N,HARPS
ADP_2015_07_24T23_55_41.090,HIP108468,N,HARPS
ADP_2014_10_06T10_07_29.307,HD215152,N,HARPS
ADP_2014_09_26T16_51_49.203,HD185615,N,HARPS
ADP_2015_04_30T06_11_41.883,HD97343,N,HARPS
ADP_2014_09_25T15_35_38.830,HD166724,Y,HARPS
ADP_2014_09_16T11_07_35.250,HD85390,N,HARPS
ADP_2014_10_01T10_20_48.750,HD85119,N,HARPS
ADP_2019_11_10T01_17_16.265,HD216435,Y,HARPS
ADP_2014_09_17T11_22_15.867,HD222595,N,HARPS
ADP_2016_08_15T01_03_39.810,HD215152,N,HARPS
ADP_2014_10_06T10_04_03.830,HD125881,N,HARPS
ADP_2014_10_02T10_02_33.897,HD122862,N,HARPS
ADP_2014_10_06T10_06_15.700,HD117105,N,HARPS
ADP_2014_09_18T12_11_28.263,HD51608,N,HARPS
ADP_2014_10_02T10_01_07.500,HD12387,N,HARPS
ADP_2014_10_01T10_22_31.117,HD92788,Y,HARPS
ADP_2014_09_18T12_13_22.580,HD21019,N,HARPS
ADP_2016_01_10T01_02_45.210,HD31822,N,HARPS
ADP_2014_09_26T16_55_20.983,HD157172,N,HARPS
ADP_2014_09_29T13_27_23.143,HD69655,N,HARPS
ADP_2016_10_07T01_02_25.168,HD222669,N,HARPS
ADP_2014_09_26T16_51_54.853,HD215152,N,HARPS
ADP_2014_09_25T15_37_24.960,HD36108,N,HARPS
ADP_2014_09_17T11_23_07.953,HD211038,N,HARPS
ADP_2019_11_07T01_14_26.463,HD190647,Y,HARPS
ADP_2014_09_23T11_02_47.383,HD47186,Y,HARPS
ADP_2014_09_16T11_06_07.403,HD11964A,Y,HARPS
ADP_2016_09_21T06_44_02.194,HD20010,N,FEROS
ADP_2014_09_25T15_37_03.543,HD96423,N,HARPS
ADP_2014_09_18T12_11_52.157,HD20003,N,HARPS
ADP_2014_09_24T09_44_13.237,HD195564,N,HARPS
ADP_2014_09_24T09_41_38.930,HD47186,Y,HARPS
ADP_2014_09_25T15_33_38.553,HD88218,N,HARPS
ADP_2014_09_24T09_42_55.570,HD147512,N,HARPS
ADP_2014_09_18T12_11_45.140,HD154962,N,HARPS
ADP_2014_10_06T10_07_48.853,HD221146,N,HARPS
ADP_2018_02_23T01_01_45.519,HD63765,Y,HARPS
ADP_2014_09_25T15_36_57.750,HD215456,N,HARPS
ADP_2014_09_23T11_04_05.370,HD24892,N,HARPS
ADP_2014_09_26T16_53_00.870,HD213575,N,HARPS
ADP_2014_10_01T10_22_59.580,HD13724,N,HARPS
ADP_2014_09_29T13_27_10.187,HD4915,N,HARPS
ADP_2014_10_02T10_03_31.423,HD92588,N,HARPS
ADP_2014_09_17T11_20_07.647,HD218572,N,HARPS
ADP_2015_04_15T08_03_57.007,HD102117,Y,HARPS
ADP_2014_10_02T10_01_55.567,HD12387,N,HARPS
ADP_2014_10_02T10_00_40.497,HD119782,N,HARPS
ADP_2014_10_01T10_21_53.600,HD73256,N,HARPS
ADP_2014_10_01T10_22_31.530,HD196050,Y,HARPS
ADP_2014_09_25T15_37_32.977,HD174545,N,HARPS
ADP_2014_09_24T09_44_14.457,HD13060,N,HARPS
ADP_2014_09_23T11_01_46.347,HD78747,N,HARPS
ADP_2014_09_18T12_10_52.390,HD147512,N,HARPS
ADP_2018_09_06T10_12_42.193,HD5133,N,FEROS
ADP_2018_01_27T01_03_28.231,HD108147,Y,HARPS
ADP_2016_09_20T09_32_34.905,eps-Indi,Y,FEROS
ADP_2015_09_28T02_01_05.917,HD15337,N,HARPS
ADP_2014_10_02T10_00_52.590,HD157172,N,HARPS
ADP_2014_09_25T15_36_28.153,HD45184,N,HARPS
ADP_2014_09_23T11_01_23.450,HD176986,N,HARPS
ADP_2014_09_23T11_00_41.133,HD223121,N,HARPS
ADP_2015_07_19T23_55_45.140,HD221356,N,HARPS
ADP_2016_09_20T12_22_52.734,eps-Indi,Y,FEROS
ADP_2014_09_16T11_04_29.597,HD144411,N,HARPS
ADP_2014_10_02T10_00_06.397,HD202206,N,HARPS
ADP_2014_09_26T16_54_01.873,HD1461,N,HARPS
ADP_2014_09_18T12_16_53.820,HD90812,N,HARPS
ADP_2017_07_13T01_02_13.126,HD114853,N,HARPS
ADP_2016_09_02T01_03_45.937,HD35854,N,HARPS
ADP_2014_09_25T15_35_09.957,HD36108,N,HARPS
ADP_2014_09_26T16_52_50.620,HD24892,N,HARPS
ADP_2014_09_26T16_52_03.630,HD44447,N,HARPS
ADP_2014_09_25T15_34_19.610,HD9796,N,HARPS
ADP_2014_09_25T15_37_22.480,HD21938,N,HARPS
ADP_2016_09_20T08_08_13.164,HD106252,Y,FEROS
ADP_2020_12_21T01_07_42.578,HD4915,N,HARPS
ADP_2014_09_16T11_03_31.173,HR506,N,HARPS
ADP_2014_10_01T10_20_39.777,HD2638,Y,HARPS
ADP_2014_09_17T11_24_11.290,HD96423,N,HARPS
ADP_2014_10_07T08_33_46.943,HD111232,Y,HARPS
ADP_2021_01_04T01_04_40.258,HD52265,Y,HARPS
ADP_2019_03_27T14_48_30.438,HD117618,Y,HARPS
ADP_2014_09_24T09_41_44.530,HD7449,Y,HARPS
ADP_2014_09_18T12_12_42.863,HD157830,N,HARPS
ADP_2016_09_27T07_02_50.237,HD216803,N,FEROS
ADP_2016_10_04T01_01_43.949,HIP1954,N,HARPS
ADP_2014_10_01T10_19_17.163,HD1461,N,HARPS
ADP_2019_03_09T01_12_49.638,HD108147,Y,HARPS
ADP_2014_10_07T13_37_24.313,HD190647,Y,HARPS
ADP_2014_09_18T12_14_48.633,HD78747,N,HARPS
ADP_2014_09_17T11_24_12.763,HD50806,N,HARPS
ADP_2014_10_02T10_01_06.520,HD25120,N,HARPS
ADP_2014_09_23T11_03_08.250,HD154088,N,HARPS
ADP_2014_10_02T10_02_38.907,HD162396,N,HARPS
ADP_2016_09_26T07_15_37.005,HD10700,N,FEROS
ADP_2014_09_25T15_33_43.647,HD224393,N,HARPS
ADP_2014_09_17T11_24_04.580,HD220367,N,HARPS
ADP_2014_10_06T10_06_55.267,HD97343,N,HARPS
ADP_2014_11_05T09_35_00.680,HIP41317,N,HARPS
ADP_2017_08_03T08_51_50.907,HD195019,Y,FEROS
ADP_2014_09_16T11_04_40.120,HD34449,N,HARPS
ADP_2018_12_26T01_09_14.673,HD52265,Y,HARPS
ADP_2014_09_18T12_10_56.023,HD145598,N,HARPS
ADP_2016_09_23T06_51_15.404,HD69830,Y,FEROS
ADP_2014_09_26T16_54_26.407,HD21938,N,HARPS
ADP_2014_09_23T11_00_44.280,HD78747,N,HARPS
ADP_2014_09_23T11_05_53.633,HD21749,N,HARPS
ADP_2014_10_02T10_01_32.557,HD100777,Y,HARPS
ADP_2016_10_01T01_04_26.785,HD15337,N,HARPS
ADP_2018_01_27T01_03_28.289,HD107148,Y,HARPS
ADP_2014_10_01T10_23_22.453,HD108147,Y,HARPS
ADP_2014_09_18T12_15_49.483,HD50806,N,HARPS
ADP_2015_01_26T22_55_24.613,HD31822,N,HARPS
ADP_2014_10_01T10_22_32.647,HD117618,Y,HARPS
ADP_2014_09_25T15_37_30.303,HD10002,N,HARPS
ADP_2014_09_25T15_37_23.087,HD44447,N,HARPS
ADP_2014_09_25T15_36_45.250,HD6348,N,HARPS
ADP_2014_09_26T16_52_00.947,HD6735,N,HARPS
ADP_2014_10_02T10_03_29.343,HD162396,N,HARPS
ADP_2014_09_18T12_16_22.470,HD147512,N,HARPS
ADP_2014_09_17T11_22_55.803,HD92588,N,HARPS
ADP_2014_10_01T10_19_38.503,HD1461,N,HARPS
ADP_2014_09_16T11_07_14.297,HD222669,N,HARPS
ADP_2014_10_02T10_01_08.277,HD212301,Y,HARPS
ADP_2014_10_01T10_21_18.170,HD21749,N,HARPS
ADP_2014_09_17T11_20_43.363,HD111031,N,HARPS
ADP_2014_09_17T11_20_49.683,HD11505,N,HARPS
ADP_2015_12_15T12_33_06.693,HD82516,N,HARPS
ADP_2014_10_07T08_35_52.263,HD192961,N,HARPS
ADP_2014_10_02T10_02_07.213,HD12387,N,HARPS
ADP_2014_09_26T16_52_09.057,HD195564,N,HARPS
ADP_2014_10_07T08_35_37.827,HD101930,Y,HARPS
ADP_2018_09_06T10_12_42.351,HD23356,N,FEROS
ADP_2014_09_18T12_10_55.250,HD144585,N,HARPS
ADP_2014_09_25T15_37_15.000,HD134060,N,HARPS
ADP_2014_09_16T11_08_09.843,HD102117,Y,HARPS
ADP_2016_10_22T01_01_37.569,HD27894,Y,HARPS
ADP_2014_09_25T15_34_24.770,HD183658,N,HARPS
ADP_2014_09_26T16_53_37.770,HD38858,N,HARPS
ADP_2014_09_16T11_06_27.217,HD223171,N,HARPS
ADP_2014_10_06T10_07_31.040,HD134060,N,HARPS
ADP_2014_10_01T10_21_14.907,HD92788,Y,HARPS
ADP_2014_09_26T16_55_07.200,HD134606,N,HARPS
ADP_2014_09_17T11_21_46.237,HD193193,N,HARPS
ADP_2014_10_01T10_23_15.207,HD197823,N,HARPS
ADP_2014_09_16T11_07_13.603,HD203432,N,HARPS
ADP_2014_09_17T11_24_35.890,HD8638,N,HARPS
ADP_2014_09_17T11_21_14.677,HD10180,N,HARPS
ADP_2014_10_06T10_07_46.980,HD59711A,N,HARPS
ADP_2019_06_08T01_03_00.719,HIP80337,Y,HARPS
ADP_2017_04_08T01_02_29.479,HD125184,N,HARPS
ADP_2014_09_26T16_52_36.190,HD36108,N,HARPS
ADP_2014_09_26T16_53_49.173,HD218249,N,HARPS
ADP_2014_10_02T10_02_13.850,HD65562,N,HARPS
ADP_2016_09_21T07_07_18.552,HD69830,Y,FEROS
ADP_2014_09_25T15_34_30.963,HD97343,N,HARPS
ADP_2019_05_22T01_08_23.877,HIP85042,N,HARPS
ADP_2014_09_18T12_14_28.813,HD10180,N,HARPS
ADP_2014_09_16T11_06_44.897,HD73121,N,HARPS
ADP_2019_04_10T04_12_26.879,HD117618,Y,HARPS
ADP_2014_09_25T15_37_25.393,HD192961,N,HARPS
ADP_2015_07_27T23_55_30.120,HIP1954,N,HARPS
ADP_2014_10_01T10_21_18.577,HD92788,Y,HARPS
ADP_2016_05_02T01_01_55.361,HD117618,Y,HARPS
ADP_2014_09_18T12_17_41.847,HD148303,N,HARPS
ADP_2014_09_16T11_07_28.027,HD102117,Y,HARPS
ADP_2014_11_05T09_35_00.507,HIP108468,N,HARPS
ADP_2014_09_24T09_42_38.327,HD117207,Y,HARPS
ADP_2017_03_11T01_03_09.522,HD125184,N,HARPS
ADP_2014_10_07T08_33_50.827,HD144628,N,HARPS
ADP_2014_09_18T12_16_56.117,HD171990,N,HARPS
ADP_2014_09_26T16_54_21.197,HD134606,N,HARPS
ADP_2014_10_01T10_21_26.263,HD2638,Y,HARPS
ADP_2015_11_11T02_00_44.257,HD65907A,N,HARPS
ADP_2014_09_17T11_22_00.300,HD114613,Y,HARPS
ADP_2014_10_07T08_33_49.310,HD90156,N,HARPS
ADP_2015_01_24T22_55_22.673,HD16417,N,HARPS
ADP_2016_09_27T11_56_49.649,tauCeti,N,FEROS
ADP_2016_09_21T07_07_18.440,HD84117,N,FEROS
ADP_2014_09_23T11_05_10.853,HD205536,N,HARPS
ADP_2014_09_17T11_21_23.127,HD86171,N,HARPS
ADP_2014_10_02T10_02_51.763,HD166724,Y,HARPS
ADP_2014_10_07T08_35_13.773,HD90156,N,HARPS
ADP_2014_10_01T10_19_51.767,HD196050,Y,HARPS
ADP_2016_09_20T12_43_03.969,HD85380,N,FEROS
ADP_2014_09_16T11_06_22.327,HD28701,N,HARPS
ADP_2014_10_23T17_00_32.603,HD70642,Y,HARPS
ADP_2014_09_16T11_06_15.420,HD218572,N,HARPS
ADP_2018_09_06T10_12_42.185,HD7570,N,FEROS
ADP_2014_09_16T11_07_24.153,HD223171,N,HARPS
ADP_2016_09_20T08_08_13.172,HD114386,Y,FEROS
ADP_2017_09_09T01_03_07.690,HD208487,Y,HARPS
ADP_2014_10_01T10_23_25.340,HD222669,N,HARPS
ADP_2014_09_24T09_41_55.490,HD13808,N,HARPS
ADP_2014_09_18T12_15_21.537,HD154088,N,HARPS
ADP_2015_05_15T23_55_37.353,HD183658,N,HARPS
ADP_2014_10_02T09_59_51.573,HD193193,N,HARPS
ADP_2014_09_17T11_20_15.613,HD205536,N,HARPS
ADP_2014_09_18T12_11_26.390,HD20619,N,HARPS
ADP_2014_09_24T09_42_58.107,HD97998,N,HARPS
ADP_2014_10_07T08_35_51.817,HD134060,N,HARPS
ADP_2015_09_09T02_01_06.663,HD210277,Y,HARPS
ADP_2014_10_01T10_22_48.027,HD221420,Y,HARPS
ADP_2014_10_01T10_20_35.707,HD196050,Y,HARPS
ADP_2014_09_17T11_21_19.187,HD211038,N,HARPS
ADP_2016_08_16T01_03_24.699,HD8828,N,HARPS
ADP_2014_09_18T12_14_51.597,HD4915,N,HARPS
ADP_2014_09_23T11_05_44.813,HD73256,N,HARPS
ADP_2014_10_07T08_33_53.910,HD142709,N,HARPS
ADP_2014_09_25T15_33_51.900,HD31527,N,HARPS
ADP_2014_09_18T12_17_38.717,HD223171,N,HARPS
ADP_2014_09_25T15_37_16.160,HD220367,N,HARPS
ADP_2014_09_16T11_06_11.183,HD101930,Y,HARPS
ADP_2014_10_02T10_01_20.893,HD124106,N,HARPS
ADP_2014_09_17T11_23_49.923,HD106275,N,HARPS
ADP_2014_09_29T13_27_18.950,HD28185,Y,HARPS
ADP_2014_10_02T10_01_12.573,HD12387,N,HARPS
ADP_2014_10_01T10_20_57.040,HD28185,Y,HARPS
ADP_2014_10_01T10_21_35.523,HD177565,N,HARPS
ADP_2014_09_16T11_06_46.277,HD136894,N,HARPS
ADP_2014_09_26T16_52_46.857,HIP54287,N,HARPS
ADP_2014_09_16T11_06_49.473,HD213575,N,HARPS
ADP_2014_09_25T15_34_36.437,HD192961,N,HARPS
ADP_2014_09_26T16_53_04.350,HD221146,N,HARPS
ADP_2014_10_06T10_04_16.140,HD96423,N,HARPS
ADP_2016_11_04T01_02_23.973,HD71835,N,HARPS
ADP_2014_10_02T10_03_13.320,HD160691,Y,HARPS
